timestamp,co2,temp,hum
2026-02-18T05:31:15Z,499.00000,14.50294,39.53002
2026-02-18T05:31:35Z,500.00000,14.48692,39.53765
2026-02-18T05:31:55Z,497.00000,14.47890,39.52697
2026-02-18T05:32:15Z,498.00000,14.46288,39.58343
2026-02-18T05:32:35Z,495.00000,14.44686,39.60784
2026-02-18T05:32:55Z,495.00000,14.45487,39.58801
2026-02-18T05:33:15Z,497.00000,14.44419,39.59869
2026-02-18T05:33:35Z,497.00000,14.46822,39.58648
2026-02-18T05:33:55Z,495.00000,14.46021,39.62310
2026-02-18T05:34:15Z,498.00000,14.44152,39.62157
2026-02-18T05:34:35Z,500.00000,14.44152,39.58953
2026-02-18T05:34:55Z,500.00000,14.45487,39.66888
2026-02-18T05:35:15Z,498.00000,14.47356,39.62005
2026-02-18T05:35:35Z,494.00000,14.44686,39.62463
2026-02-18T05:35:56Z,490.00000,14.44953,39.61852
2026-02-18T05:36:15Z,488.00000,14.45487,39.63684
2026-02-18T05:36:35Z,487.00000,14.44152,39.67041
2026-02-18T05:36:55Z,488.00000,14.44152,39.71923
2026-02-18T05:37:15Z,488.00000,14.43618,39.68414
2026-02-18T05:37:35Z,488.00000,14.44419,39.66278
2026-02-18T05:37:55Z,488.00000,14.43351,39.70703
2026-02-18T05:38:15Z,489.00000,14.42550,39.72686
2026-02-18T05:38:35Z,495.00000,14.43351,39.72229
2026-02-18T05:38:55Z,491.00000,14.44686,39.68872
2026-02-18T05:39:15Z,488.00000,14.42016,39.69329
2026-02-18T05:39:35Z,494.00000,14.44419,39.69635
2026-02-18T05:39:55Z,494.00000,14.45220,39.69177
2026-02-18T05:40:15Z,489.00000,14.43618,39.68414
2026-02-18T05:40:35Z,488.00000,14.44152,39.65362
2026-02-18T05:40:55Z,487.00000,14.45487,39.66888
2026-02-18T05:41:15Z,483.00000,14.44152,39.54223
2026-02-18T05:41:35Z,479.00000,14.41482,39.59411
2026-02-18T05:41:55Z,483.00000,14.42550,39.59869
2026-02-18T05:42:15Z,483.00000,14.43351,39.59411
2026-02-18T05:42:35Z,482.00000,14.46021,39.57427
2026-02-18T05:42:55Z,484.00000,14.46021,39.57427
2026-02-18T05:43:15Z,482.00000,14.44419,39.58343
2026-02-18T05:43:35Z,481.00000,14.42016,39.56359
2026-02-18T05:43:55Z,481.00000,14.39879,39.60326
2026-02-18T05:44:15Z,481.00000,14.37743,39.67346
2026-02-18T05:44:35Z,479.00000,14.38811,39.61395
2026-02-18T05:44:55Z,480.00000,14.37209,39.62310
2026-02-18T05:45:15Z,485.00000,14.38277,39.64447
2026-02-18T05:45:35Z,487.00000,14.36942,39.62921
2026-02-18T05:45:55Z,490.00000,14.37209,39.62310
2026-02-18T05:46:15Z,490.00000,14.38277,39.61089
2026-02-18T05:46:35Z,490.00000,14.38811,39.61395
2026-02-18T05:46:56Z,492.00000,14.43885,39.56512
2026-02-18T05:47:15Z,493.00000,14.44953,39.53765
2026-02-18T05:47:35Z,492.00000,14.46021,39.47814
2026-02-18T05:47:55Z,493.00000,14.44419,39.50256
2026-02-18T05:48:15Z,491.00000,14.43618,39.47509
2026-02-18T05:48:35Z,495.00000,14.45754,39.43694
2026-02-18T05:48:55Z,498.00000,14.47890,39.41405
2026-02-18T05:49:15Z,502.00000,14.46822,39.39422
2026-02-18T05:49:35Z,503.00000,14.44152,39.41405
2026-02-18T05:49:55Z,504.00000,14.48425,39.40032
2026-02-18T05:50:15Z,505.00000,14.50828,39.40337
2026-02-18T05:50:35Z,507.00000,14.50561,39.45831
2026-02-18T05:50:55Z,505.00000,14.51095,39.42931
2026-02-18T05:51:15Z,505.00000,14.47356,39.39574
2026-02-18T05:51:35Z,503.00000,14.50294,39.41711
2026-02-18T05:51:55Z,503.00000,14.47089,39.43542
2026-02-18T05:52:15Z,500.00000,14.47089,39.48272
2026-02-18T05:52:35Z,502.00000,14.45754,39.51781
2026-02-18T05:52:55Z,505.00000,14.46822,39.45831
2026-02-18T05:53:15Z,503.00000,14.42550,39.48577
2026-02-18T05:53:35Z,503.00000,14.43618,39.50713
2026-02-18T05:53:55Z,500.00000,14.43618,39.49187
2026-02-18T05:54:15Z,501.00000,14.45754,39.46899
2026-02-18T05:54:35Z,502.00000,14.46288,39.40795
2026-02-18T05:54:55Z,501.00000,14.44953,39.45678
2026-02-18T05:55:15Z,501.00000,14.45754,39.40490
2026-02-18T05:55:35Z,502.00000,14.46822,39.40948
2026-02-18T05:55:55Z,502.00000,14.47890,39.44610
2026-02-18T05:56:15Z,500.00000,14.48692,39.45831
2026-02-18T05:56:35Z,498.00000,14.48158,39.47204
2026-02-18T05:56:55Z,501.00000,14.46021,39.47814
2026-02-18T05:57:15Z,502.00000,14.45754,39.42016
2026-02-18T05:57:35Z,501.00000,14.44152,39.46136
2026-02-18T05:57:55Z,499.00000,14.42016,39.43542
2026-02-18T05:58:15Z,499.00000,14.43618,39.44305
2026-02-18T05:58:35Z,495.00000,14.45754,39.42016
2026-02-18T05:58:55Z,498.00000,14.42550,39.42168
2026-02-18T05:59:15Z,496.00000,14.45754,39.35607
2026-02-18T05:59:35Z,495.00000,14.45487,39.34691
2026-02-18T05:59:55Z,497.00000,14.44953,39.40948
2026-02-18T06:00:15Z,497.00000,14.44152,39.36522
2026-02-18T06:00:35Z,497.00000,14.45754,39.42016
2026-02-18T06:00:55Z,497.00000,14.43885,39.45220
2026-02-18T06:01:15Z,498.00000,14.40146,39.48272
2026-02-18T06:01:35Z,501.00000,14.37476,39.50256
2026-02-18T06:01:55Z,505.00000,14.39879,39.42626
2026-02-18T06:02:15Z,506.00000,14.39345,39.47204
2026-02-18T06:02:35Z,508.00000,14.40948,39.52697
2026-02-18T06:02:55Z,509.00000,14.40948,39.52697
2026-02-18T06:03:15Z,512.00000,14.38277,39.51476
2026-02-18T06:03:35Z,513.00000,14.42016,39.46746
2026-02-18T06:03:55Z,512.00000,14.40948,39.49493
2026-02-18T06:04:15Z,510.00000,14.41749,39.52239
2026-02-18T06:04:35Z,511.00000,14.41749,39.52239
2026-02-18T06:04:55Z,508.00000,14.43618,39.49187
2026-02-18T06:05:15Z,503.00000,14.39879,39.50561
2026-02-18T06:05:35Z,505.00000,14.41749,39.57122
2026-02-18T06:05:55Z,503.00000,14.42817,39.47967
2026-02-18T06:06:15Z,497.00000,14.38544,39.45983
2026-02-18T06:06:35Z,497.00000,14.38277,39.53155
2026-02-18T06:06:55Z,500.00000,14.40413,39.54070
2026-02-18T06:07:15Z,503.00000,14.37743,39.54528
2026-02-18T06:07:35Z,509.00000,14.38811,39.54986
2026-02-18T06:07:55Z,509.00000,14.44152,39.44610
2026-02-18T06:08:15Z,509.00000,14.47623,39.42168
2026-02-18T06:08:35Z,511.00000,14.46822,39.45831
2026-02-18T06:08:55Z,509.00000,14.47089,39.35454
2026-02-18T06:09:15Z,508.00000,14.48158,39.34386
2026-02-18T06:09:35Z,508.00000,14.47356,39.36370
2026-02-18T06:09:55Z,511.00000,14.47890,39.34996
2026-02-18T06:10:15Z,515.00000,14.44419,39.35912
2026-02-18T06:10:35Z,514.00000,14.42283,39.34844
2026-02-18T06:10:55Z,519.00000,14.45487,39.33165
2026-02-18T06:11:15Z,516.00000,14.45754,39.35607
2026-02-18T06:11:35Z,514.00000,14.46288,39.29503
2026-02-18T06:11:55Z,514.00000,14.44419,39.35912
2026-02-18T06:12:15Z,513.00000,14.45754,39.32402
2026-02-18T06:12:35Z,516.00000,14.46822,39.29808
2026-02-18T06:12:55Z,517.00000,14.43885,39.29198
2026-02-18T06:13:15Z,516.00000,14.45220,39.29045
2026-02-18T06:13:35Z,510.00000,14.47089,39.21111
2026-02-18T06:13:55Z,509.00000,14.44953,39.26451
2026-02-18T06:14:15Z,510.00000,14.40413,39.28283
2026-02-18T06:14:35Z,506.00000,14.40413,39.33165
2026-02-18T06:14:55Z,506.00000,14.41215,39.31182
2026-02-18T06:15:15Z,506.00000,14.42283,39.29961
2026-02-18T06:15:35Z,502.00000,14.40948,39.31792
2026-02-18T06:15:55Z,505.00000,14.39345,39.31029
2026-02-18T06:16:15Z,504.00000,14.38277,39.40185
2026-02-18T06:16:35Z,508.00000,14.38010,39.37591
2026-02-18T06:16:56Z,510.00000,14.40413,39.45983
2026-02-18T06:17:15Z,511.00000,14.37209,39.39727
2026-02-18T06:17:35Z,510.00000,14.36408,39.49798
2026-02-18T06:17:55Z,510.00000,14.36141,39.47204
2026-02-18T06:18:15Z,507.00000,14.35340,39.52544
2026-02-18T06:18:35Z,509.00000,14.36942,39.48425
2026-02-18T06:18:55Z,512.00000,14.32937,39.49035
2026-02-18T06:19:15Z,511.00000,14.34005,39.49493
2026-02-18T06:19:35Z,512.00000,14.37476,39.40643
2026-02-18T06:19:55Z,514.00000,14.37476,39.37438
2026-02-18T06:20:15Z,514.00000,14.38277,39.41863
2026-02-18T06:20:35Z,508.00000,14.40948,39.38201
2026-02-18T06:20:55Z,510.00000,14.41482,39.40032
2026-02-18T06:21:15Z,512.00000,14.39612,39.40032
2026-02-18T06:21:35Z,513.00000,14.36942,39.48425
2026-02-18T06:21:55Z,514.00000,14.38277,39.48272
2026-02-18T06:22:15Z,512.00000,14.38544,39.54070
2026-02-18T06:22:35Z,511.00000,14.42016,39.48425
2026-02-18T06:22:55Z,510.00000,14.41749,39.52239
2026-02-18T06:23:15Z,513.00000,14.39612,39.52850
2026-02-18T06:23:35Z,510.00000,14.39345,39.53613
2026-02-18T06:23:55Z,512.00000,14.37209,39.54223
2026-02-18T06:24:15Z,513.00000,14.41215,39.52087
2026-02-18T06:24:35Z,512.00000,14.38010,39.60174
2026-02-18T06:24:55Z,509.00000,14.39345,39.58495
2026-02-18T06:25:15Z,505.00000,14.37209,39.60632
2026-02-18T06:25:35Z,503.00000,14.35607,39.53460
2026-02-18T06:25:55Z,507.00000,14.38010,39.58648
2026-02-18T06:26:15Z,509.00000,14.36408,39.59411
2026-02-18T06:26:35Z,511.00000,14.36141,39.50561
2026-02-18T06:26:55Z,513.00000,14.33738,39.58190
2026-02-18T06:27:15Z,513.00000,14.31868,39.56512
2026-02-18T06:27:35Z,514.00000,14.34539,39.53002
2026-02-18T06:27:55Z,511.00000,14.29999,39.54833
2026-02-18T06:28:15Z,511.00000,14.32937,39.53765
2026-02-18T06:28:35Z,513.00000,14.33471,39.49187
2026-02-18T06:28:55Z,509.00000,14.29198,39.60174
2026-02-18T06:29:15Z,508.00000,14.31601,39.53918
2026-02-18T06:29:35Z,509.00000,14.30800,39.49493
2026-02-18T06:29:55Z,506.00000,14.30266,39.52544
2026-02-18T06:30:15Z,507.00000,14.27062,39.55901
2026-02-18T06:30:36Z,508.00000,14.27863,39.60326
2026-02-18T06:30:55Z,510.00000,14.28397,39.57275
2026-02-18T06:31:15Z,511.00000,14.28931,39.59258
2026-02-18T06:31:35Z,508.00000,14.27863,39.53765
2026-02-18T06:31:55Z,507.00000,14.29198,39.50408
2026-02-18T06:32:15Z,506.00000,14.29198,39.55291
2026-02-18T06:32:35Z,507.00000,14.27863,39.58648
2026-02-18T06:32:55Z,512.00000,14.25994,39.61852
2026-02-18T06:33:15Z,512.00000,14.26528,39.63684
2026-02-18T06:33:35Z,515.00000,14.28130,39.67651
