timestamp,device,dns_target,icmp_target,service_host,dns_ms,error_code,icmp_jitter_ms,icmp_loss_pct,icmp_rtt_ms,probe_success,tcp_connect_ms
2026-07-15T06:44:48Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,60,0,11,0,52,1,66
2026-07-15T06:44:59Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,140,0,31,0,105,1,64
2026-07-15T06:45:10Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,78,0,7,0,57,1,57
2026-07-15T06:45:20Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,58,0,22,0,59,1,62
2026-07-15T06:45:31Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,78,0,10,0,49,1,75
2026-07-15T06:45:42Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,85,0,5,0,60,1,74
2026-07-15T06:45:53Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,79,0,10,0,51,1,69
2026-07-15T06:46:04Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,70,0,5,0,52,1,122
2026-07-15T06:46:15Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,80,0,11,0,52,1,71
2026-07-15T06:46:26Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,83,0,3,0,57,1,63
2026-07-15T06:46:37Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,83,0,13,0,72,1,62
2026-07-15T06:46:48Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,80,0,9,0,52,1,80
2026-07-15T06:46:58Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,72,0,8,0,56,1,73
2026-07-15T06:47:09Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,93,0,15,0,48,1,116
2026-07-15T06:47:21Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,197,0,7,0,54,1,60
2026-07-15T06:47:32Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,708,0,23,0,238,1,265
2026-07-15T06:47:43Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,223,0,8,0,55,1,72
2026-07-15T06:47:54Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,76,0,12,0,62,1,126
2026-07-15T06:48:05Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,71,0,16,0,60,1,65
2026-07-15T06:48:16Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,82,0,10,0,54,1,71
2026-07-15T06:48:27Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,202,0,27,0,55,1,75
2026-07-15T06:48:38Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,54,0,3,0,45,1,65
